Product URL,Product Name,Product Price,Rating,Number of Reviews
/Tabelito-NEXA-Backpack-Business-Compartment/dp/B0C2D4KWQ6,"Tabelito® NEXA 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook. (GREY)",₹399,4.3 out of 5 stars,77
/POLESTAR-Casual-bagpack-School-Backpack/dp/B07PQQ8M7B,"POLESTAR Noble 32 L Bag for College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Unisex Design, Stylish & Durable, 1 Year Warranty",₹579,3.9 out of 5 stars,"17,695"
/gp/bestsellers/luggage/2917438031/ref=sr_bs_2_2917438031_1,"Hammonds Flycatcher Genuine Leather Laptop Bag for Men/Office Bag for Men, Brown | Fits Upto 16"" Laptop/MacBook| Bag with Shoulder Straps | Laptop Messenger Bag/Leather Bag for Men with Trolley Strap","₹4,216",4.4 out of 5 stars,"2,719"
/HEROZ-Backpack-Resistant-Computer-17-3-inch/dp/B083N3DCTM,HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (058- ALL) (Navy Blue),"₹1,451",4.2 out of 5 stars,"3,878"
/Lavie-Sport-Casual-Backpack-PERK/dp/B083KT22HZ,Lavie Sport Perk Casual Backpack with Laptop Sleeve | School College Bag for Boys & Girls,₹799,3.7 out of 5 stars,230
/HEROZ-Hammer-Durable-Travel-Laptop/dp/B07MGDFT9C,HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Grey & Black),"₹1,359",4.3 out of 5 stars,"8,034"
/Impulse-rucksack-60-backpack-trekking/dp/B09TDL9FJ8,Impulse rucksack bags 60 litres travel bag for men tourist bag for travel backpack for hiking trekking Bag for men camping thames blue bag with 1 Year Warranty,₹999,3.9 out of 5 stars,341
/Wooum-Travel-Business-Messenger-Shoulder/dp/B09MWGV9PR,Wooum Sling Cross Body Travel Office Business Messenger One Side Shoulder Pouch Bag Money Bag for Men and Women,₹349,4.2 out of 5 stars,643
/Gear-Superior-Casual-Backpack-BKPSPRIOR0001/dp/B08GY2ZN96,Gear Superior 16LWater Resistant School Bag//Backpack/College Bag for Men/Women - Black,₹351,3.9 out of 5 stars,309
/SFANE-Polyester-Shoulder-Separate-Compartment/dp/B08KG7J7L5,"SFANE Polyester Red Duffel Gym Bag, Shoulder Bag, Sports Bag for Men & Women with Separate Shoe Compartment (Black) (Red) Set Of 1",₹387,4.3 out of 5 stars,336
/ASIAN-Sling-Bag-women-Handmade/dp/B09SXRZ7FW,ASIAN Sling Bag for Women - Handmade Bags for Females - Jute and Indian Fabric Slings - Side Bags for Mobile Phones and Wallets (Black),₹224,3.5 out of 5 stars,103
/Gear-DOUBLE-DECKER-Resistant-Backpack/dp/B0BTJ3WTMV,Gear DOUBLE DECKER 31L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women (Black),"₹1,399",4.0 out of 5 stars,19
/Creeper-Womens-Handbag-CR-147-Black/dp/B0922S9BFY,creeper Women's Handbag/Shoulder bag With 3 Zipper Pocket,₹449,3.8 out of 5 stars,937
/Kuber-Industries-Carrying-Multi-Purpose-CTKTC034726/dp/B083J6774T,Kuber Industries Rexine Jumbo Attachi Travel Blanket Cover|Travel Duffle|Storage Carrying Bag|Travel Multi-Purpose Bag|Size 58 x 48 x 34 CM (Grey) CTKTC034726,₹396,3.7 out of 5 stars,918
/Lino-Perros-Womens-Floral-Peach/dp/B0B57B7KV7,Lino Perros womens handbag,"₹1,169",4.1 out of 5 stars,"3,416"
/gp/bestsellers/electronics/1389022031/ref=sr_bs_15_1389022031_1,"Dyazo Water Resistant Camera Bag/Case Shoulder Strap Space for Photography Lens and Accessories Compatible for Nikon, Canon, Sony, Panasonic, Samsung & Other SLR/DSLR etc (Black & Silver)",₹799,4.3 out of 5 stars,417
/ADISA-Backpack-Office-College-Travel/dp/B09Y8FMDVB,ADISA Backpack Office Bag College Travel Back Pack 32 Ltrs (Navy Blue),₹499,4.0 out of 5 stars,205
/Skybags-Unisex-Blith-Jacquard-Backpacks/dp/B0B21Z3DBD,Skybags 22 ltrs (16 Cms) backpack(BPFLE22EBTH_Blith),₹904,4.2 out of 5 stars,36
/Meek-Executive-Essential-17-5Inch-Lightweight/dp/B0C7WKWTZJ,"Meek HP Executive Essential Laptop Bag, 17.5Inch Padded Backpack Lightweight Bag - Grey Black",₹999.99,5.0 out of 5 stars,2
/STRAUSS-Jute-Yoga-Shoulder-Strap/dp/B0BBWM221J,"STRAUSS Yoga Mat Bag Cover with Shoulder Strap with Pocket for Men & Women, Drawstring and Full Zip,(Multicolor)",₹179,3.6 out of 5 stars,739
/uppercase-Professional-Backpack-resistant-sustainable/dp/B0BWNBQXDZ,"uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","₹1,800",4.3 out of 5 stars,66
/AirCase-C25-Messenger-Shoulder-Compartments/dp/B07X6DV3VM,"AirCase Office Messenger Sling Bag fits upto 15.6"" Laptop/Macbook, Detachable Shoulder Strap, Waterproof, Shockproof, Carry Handle with Spacious Pockets, For Men & Women, Blue- with Warranty",₹949,3.9 out of 5 stars,"1,336"
/Safari-45L-21-OB-BLK/dp/B07BZ5VC4H,Safari Seek 45 Ltrs Overnighter Expandable Travel Laptop Backpack,"₹2,499",4.5 out of 5 stars,"7,247"
/Fur-Jaden-resistant-Backpack-BM100_Brown/dp/B07P5X6NSN,FUR JADEN Vegan Leather 30L 15.6 Inch Laptop Backpack for Men Women for Office Professionals and College Students Brown,₹839,4.2 out of 5 stars,"2,321"
/F-Gear-Enzo-Red-Sports-Waist-Bag/dp/B0862LF7HS,F Gear Enzo Sports Waist Bag (.Red),₹259,4.1 out of 5 stars,914
/TUFFGEAR-Workout-Litre-Duffle-Yellow/dp/B08R7HYFM1,TUFFGEAR Polyester Gym Bag Workout 23 Litre Gym Duffle Bag Yellow,₹563,4.1 out of 5 stars,999
/MOKOBARA-THABF12CSC22001-Briefcase-Surf-Camp/dp/B08SWM8XVW,"MOKOBARA The Briefcase - 15.6"" Blue Laptop Messenger Bag for Men & Women","₹5,499",4.5 out of 5 stars,318
/TAGUDA-foldable-portable-lightweight-organizer/dp/B0B8CSC4F1,TAGUDA travel foldable portable lightweight luggage storage duffle tote hand organizer easy carry bags backpack set for men women travel luggage (Mint Green Travel bag),₹299,3.5 out of 5 stars,86
/Capriff-Liters-Collage-travell-Backpack/dp/B084T7X2HX,CAPRIFF 32 L Casual Waterproof Laptop Bag/Backpack for Men Boys & Girls For Office School College Teens & Students with Rain Cover With adjustable Strap With 2 Compartment,₹539,3.8 out of 5 stars,"3,102"
/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTC876Z,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",₹670,4.0 out of 5 stars,"4,939"
/ADISA-BP004-Weight-Casual-Backpack/dp/B07G3CG9FC,ADISA Laptop Backpack 31 Ltrs,₹399,4.0 out of 5 stars,"8,968"
/TRAVEL-POINT-Backpack-Multipurpose-DOUBLE-LINE-YELLOW/dp/B0B2JRGLXQ,TRAVEL POINT 30L Laptop Backpack | School Bag | School Backpack | College Backpack | Travel Backpack | Office Backpack | Multipurpose Backpack For Men & Women (DOUBLE-LINE-YELLOW) with 1 Year Warranty,₹489,3.9 out of 5 stars,15
/Capriff-Liters-Collage-travell-Backpack/dp/B084T7X2HX,CAPRIFF 32 L Casual Waterproof Laptop Bag/Backpack for Men Boys & Girls For Office School College Teens & Students with Rain Cover With adjustable Strap With 2 Compartment,₹539,3.8 out of 5 stars,"3,102"
/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTC876Z,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",₹670,4.0 out of 5 stars,"4,939"
/ADISA-BP004-Weight-Casual-Backpack/dp/B07G3CG9FC,ADISA Laptop Backpack 31 Ltrs,₹399,4.0 out of 5 stars,"8,968"
/TRAVEL-POINT-Backpack-Multipurpose-DOUBLE-LINE-YELLOW/dp/B0B2JRGLXQ,TRAVEL POINT 30L Laptop Backpack | School Bag | School Backpack | College Backpack | Travel Backpack | Office Backpack | Multipurpose Backpack For Men & Women (DOUBLE-LINE-YELLOW) with 1 Year Warranty,₹489,3.9 out of 5 stars,15
/Safari-Formal-Backpack-Anti-Theft-VAULT19CBBLK/dp/B07XSTR69N,"Safari 48 Cms Black Formal/Office/Laptop Backpack With Anti-Theft, Lock, Usb And Rfid (Vault19Cbblk)","₹1,396",4.0 out of 5 stars,877
/Lunars-Small-Bag-Daily-Use/dp/B08N47VTFQ,Lunar's Small Bag for Daily Use - 1 Compartment Mini Backpack for Hiking Camping Rucksack (Black),₹339,3.9 out of 5 stars,565
/Flamingo-Cosmetic-Sichumaria-Water-Resistant-Organizer/dp/B0B1HNQHXD,Sichumaria Flamingo Cosmetic Bag Portable Travel Makeup Bag for Women Large Travel Water-Resistant Zipper Makeup Organizer for Girls Make Up Bag Brush Bags (Pink),₹238,3.9 out of 5 stars,72
/Fur-Jaden-Backpack-Trekking-BM38_Brown/dp/B07LBMV4NR,Fur Jaden Brown Leatherette Anti Theft Casual Laptop Backpack with 15.6 Inch Laptop Pocket,"₹1,769",4.2 out of 5 stars,"1,648"
/POLICE-BRETHA-LAPTOP-BACKPACK-MAROON/dp/B0BLBZSF26,POLICE BRETHA LAPTOP BACKPACK,₹999,3.0 out of 5 stars,2
/Gear-Firefly-Laptop-Rucksack-Liters/dp/B074DWN7NS,"F Gear Firefly V2 Laptop Rucksack 40 Liters (Navy blue, Yellow) Sch Bag","₹1,749",4.3 out of 5 stars,126
/PUMA-Limoges-Laptop-Backpack-7548709/dp/B07D5QZ76G,"Puma Laptop Backpack (7548709, Limoges, 22 Ltrs)",₹999,4.3 out of 5 stars,788
/gp/bestsellers/luggage/2917503031/ref=sr_bs_11_2917503031_1,"DIVULGE Multi Utility Drawstring Bag (Black , 16 L)",₹155,4.0 out of 5 stars,"1,141"
/Nelle-Harper-Womens-Sling-Green/dp/B07JGQM7DC,Nelle Harper Women's Handbag,₹809,3.7 out of 5 stars,"1,906"
/Skybags-Valor-NXT-01-blue/dp/B0BK4857ZN,Skybags Unisex Polyester Solid Valor Nxt 01 Laptop Backpack Blue,"₹1,999",4.7 out of 5 stars,5
/London-Stylish-Passport-Adjustable-246_Black/dp/B07ZFT873B,K London Stylish Real Leather Black Waist Bag Elegant Style Travel Pouch Passport Holder with Adjustable Strap(246_Black),₹335,4.2 out of 5 stars,"2,374"
/MuscleBlaze-Duffle-Women-Sports-Weekender/dp/B0C8BBNB8B,"MuscleBlaze Gym Duffle Bag for Women and Men, Sports Bag, Weekender Bag, Black, 30 L",₹449,5.0 out of 5 stars,4
/London-Stylish-Passport-Adjustable-246_Black/dp/B07ZFT873B,K London Stylish Real Leather Black Waist Bag Elegant Style Travel Pouch Passport Holder with Adjustable Strap(246_Black),₹335,4.2 out of 5 stars,"2,374"
/MuscleBlaze-Duffle-Women-Sports-Weekender/dp/B0C8BBNB8B,"MuscleBlaze Gym Duffle Bag for Women and Men, Sports Bag, Weekender Bag, Black, 30 L",₹449,5.0 out of 5 stars,4
/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3S5NC1,NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office,₹630,3.9 out of 5 stars,836
/Lavie-Sara-Front-Sling-Medium/dp/B08JDK6VT1,Lavie Women's Sara Box Sling Bag | Ladies Purse Handbag,₹812,4.0 out of 5 stars,"1,880"
/AirCase-Messenger-Detachable-Compartments-Repellent/dp/B0B74Z4F6P,"AirCase Premium Messenger Bag fits Upto 14.1"" Laptop/MacBook with Handles & Detachable Shoulder Strap |Multiple Spacious Compartments | 2 in 1 Usage | Water Repellent Durable Polyester (Grey)",₹529,3.5 out of 5 stars,67
/Wildcraft-Shutter-Bug-Camera-Backpack/dp/B07GVJ5LZB,Wildcraft Shutter Bug Camera Backpack - Black,"₹3,495",4.5 out of 5 stars,855
/CLOWNFISH-Critters-Polyester-Staionery-Black-Galaxy/dp/B0BVJ526VS,THE CLOWNFISH Cosmic Critters Series Printed Polyester 15 Litres Kids Backpack Unisex School Bag with Free Pencil Staionery Pouch Daypack Casual Backpack Picnic Bag for tiny tots boys & girls,₹799,4.4 out of 5 stars,192
/American-Tourister-40X-09-009/dp/B00FRCNTUO,American Tourister X-Bag Nylon 65 Cms Travel Duffle Bag (Black),"₹2,099",4.3 out of 5 stars,394
/Lavie-Broxa-Womens-Sling-Plum/dp/B08JDG1NKX,Lavie Women's Broxa Flap Over Sling Bag | Ladies Purse Handbag,"₹1,139",4.1 out of 5 stars,"5,919"
/American-Tourister-FS0-11-001/dp/B07S13P8BW,American Tourister Spin 49 cms Teal Laptop Backpack,"₹1,699",4.0 out of 5 stars,"1,479"
/American-Tourister-FU4-01-001/dp/B07YSTZ6MB,American Tourister Popin 31 Ltrs Blue & Green Casual Casual School and College Backpack for Men and Women,"₹1,399",4.2 out of 5 stars,358
/uppercase-Professional-resistant-sustainable-Anti-theft/dp/B0BR1C59R8,"uppercase SealPro Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers & Anti-theft for Men, Women, Boys and Girls, 750 Days warranty","₹1,900",4.6 out of 5 stars,69
/Bangtan-Backpacks-Shoulder-Charging-Accessories/dp/B09K3TPJYL,PALAY BTS Kpop Bangtan Backpacks Daypack Laptop Bag for Girls School Bag Shoulder Bag with USB Charging Port BTS Kpop Accessories For Boy Women Gifts,"₹1,685",3.9 out of 5 stars,31
/FUR-JADEN-Waterproof-Charging-BM25_Navy/dp/B07FMBQ891,FUR JADEN 15.6 Anti Theft Laptop Backpack with USB Charging Port Unisex Bag for College Office Suitable for Men Women,₹749,4.0 out of 5 stars,"6,159"
/ADISA-Laptop-Backpack-Office-College/dp/B0BPVCBFM7,ADISA 32L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Green),₹599,3.8 out of 5 stars,262
/Wildcraft-Hopper-Laptop-Backpack-Blue/dp/B07YNL6H8H,Wildcraft Hopper 1.0 Laptop Backpack 24L (Blue),"₹1,390",4.5 out of 5 stars,8
/FUR-JADEN-Waterproof-Charging-BM25_Navy/dp/B07FMBQ891,FUR JADEN 15.6 Anti Theft Laptop Backpack with USB Charging Port Unisex Bag for College Office Suitable for Men Women,₹749,4.0 out of 5 stars,"6,159"
/Wildcraft-Hopper-Laptop-Backpack-Blue/dp/B07YNL6H8H,Wildcraft Hopper 1.0 Laptop Backpack 24L (Blue),"₹1,390",4.5 out of 5 stars,8
